Brand Name,Model Name,Form Factor,Product Processor Socket Count,Available Expansion Slots,Available DIMM Slots,Maximum Memory Capacity (GB),Maximum Number Blade Slots,Installed Processors for Low-end Performance Configuration,Installed Processors for Typical or Single Configuration,Installed Processors for High-end Performance Configuration,Cores Per Processor Low-end Performance Configuration,Cores Per Processor Typical or Single Configuration,Cores Per Processor High-end Performance Configuration,Number of Threads for Low-end Performance Configuration,Number of Threads for Typical or Single Configuration,Number of Threads for High-end Performance Configuration,Processor Brand Typical or Single Configuration,Processor Speed for Low-end Performance Configuration (GHz),Processor Speed for Typical or Single Configuration (GHz),Processor Speed for High-end Performance Configuration (GHz),Num. of DDR Channels for Low-end Performance Configuration,Num. of DDR Channels for Typical or Single Configuration,Num. of DDR Channels for High-end Performance Configuration,Memory Speed Low-end Performance Configuration (GHz),Memory Speed Typical or Single Configuration (GHz),Memory Speed High-end Performance Configuration (GHz),Installed Num. DIMMs for Low-end Performance Configuration,Installed Num. DIMMs for Typical or Single Configuration,Installed Num. DIMMs for High-end Performance Configuration,Installed Memory for Low-end Performance Configuration (GB),Installed Memory for Typical or Single Configuration (GB),Installed Memory for High-end Performance Configuration (GB),Num. Solid State Drives (SSDs) Low-end Performance Configuration,Num. Solid State Drives (SSDs) Typical or Single Configuration,Num. Solid State Drives (SSDs) High-end Performance Configuration,Number Rotational Drives Low-end Performance Configuration,Number Rotational Drives Typical or Single Configuration,Number Rotational Drives High-end Performance Configuration,Power Supply Rated Output Low-end Performance Configuration (W),Power Supply Rated Output Typical or Single Configuration (W),Power Supply Rated Output High-end Performance Configuration (W),Num. Power Supplies for Low-end Performance Configuration,Num. Power Supplies for Typical or Single Configuration,Num. Power Supplies for High-end Performance Configuration,Number of PSU for Redundancy Low-end Performance Configuration,Number of PSU for Redundancy Typical or Single Configuration,Number of PSU for Redundancy High-end Performance Configuration,SERT Compress Eff. Score for Low-end Performance Configuration,SERT Compress Eff. Score for Typical or Single Configuration,SERT Compress Eff. Score for High-end Performance Configuration,SERT CryptoAES Efficiency Score Low-end Performance Configuration,SERT CryptoAES Efficiency Score Typical or Single Configuration,SERT CryptoAES Efficiency Score High-end Performance Configuration,SERT LU Efficiency Score Low-end Performance Configuration,SERT LU Efficiency Score Typical or Single Configuration,SERT LU Efficiency Score High-end Performance Configuration,SERT SOR Efficiency Score Low-end Performance Configuration,SERT SOR Efficiency Score Typical or Single Configuration,SERT SOR Efficiency Score High-end Performance Configuration,SERT SORT Efficiency Score Low-end Performance Configuration,SERT SORT Efficiency Score Typical or Single Configuration,SERT SORT Efficiency Score High-end Performance Configuration,SERT SHA256 Efficiency Score Low-end Performance Configuration,SERT SHA256 Efficiency Score Typical or Single Configuration,SERT SHA256 Efficiency Score High-end Performance Configuration,SERT Flood Efficiency Score Low-end Performance Configuration,SERT Flood Efficiency Score Typical or Single Configuration,SERT Flood Efficiency Score High-end Performance Configuration,SERT Capacity Efficiency Score Low-end Performance Configuration,SERT Capacity Efficiency Score Typical or Single Configuration,SERT Capacity Efficiency Score High-end Performance Configuration,SERT Sequential Efficiency Score Low-end Performance Configuration,SERT Sequential Efficiency Score Typical or Single Configuration,SERT Sequential Efficiency Score High-end Performance Configuration,SERT Random Efficiency Score Low-end Performance Configuration,SERT Random Efficiency Score Typical or Single Configuration,SERT Random Efficiency Score High-end Performance Configuration,SERT SSJ Efficiency Score Low-end Performance Configuration,SERT SSJ Efficiency Score Typical or Single Configuration,SERT SSJ Efficiency Score High-end Performance Configuration,SERT Idle Measurement (Watts) Low-end Performance Configuration,SERT Active State Efficiency Score Low-end Performance Configuration,SERT Total Server Normalized Performance Score Low-end Performance Configuration,SERT Total Server Power Score  (Watts) Low-end Performance Configuration,SERT Idle Measurement (Watts) Typical or Single Configuration,SERT Active State Efficiency Score Typical or Single Configuration,SERT Total Server Normalized Performance Score Typical or Single Configuration,SERT Total Server Power Score (Watts) Typical or Single Configuration,SERT Idle Measurement (Watts) High-end Performance Configuration,SERT Active State Efficiency Score High-end Performance Configuration,SERT Total Server Normalized Performance Score High-end Performance Configuration,SERT Total Server Power Score (Watts) High-end Performance Configuration,Tested Num. Blade Slots Low-end Performance Configuration,Tested Num. Blade Slots Typical or Single Configuration,Tested Num. Blade Slots High-end Performance Configuration
DELL EMC,E04X_E99S,Multi-node,1,3,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1800,1800,1800,2,2,2,2,2,2,7.12,16.21,19.55,12.12,22.93,23.71,9.61,21.88,28.4,,12.44,17.19,4.93,10.72,14.52,53.57,132.97,182.1,8.99,7.4,4.61,10.74,24.68,28.36,257.01,241.6,226.95,1923.92,1730.51,1548.6,6.89,14.65,18.09,81.1,16.4,253.74,1207.61,85.2,34.2,284.41,1480.36,93.9,41.9,318.73,1819.43,,,
Fujitsu,PRIMERGY RX1330 M5 E-Star Fam1,Rack-mount,1,3,4,128,,1,1,1,4,4,8,4,8,16,Intel,2.8,3.4,3.2,2,2,4,3.2,3.2,3.2,2,2,4,16,16,48,0,2,2,4,0,0,900,900,900,2,2,2,1,1,1,8.71,10.19,16.63,10.7,16.56,22.52,10.34,14.13,23,,7.17,12.6,3.65,6.48,10.96,52.46,84.24,147.26,15.37,16.29,8.49,8.04,10.68,15.19,47.05,166.7,174.29,74.46,2039.14,2024.2,4.38,6.43,11.28,78.8,11.4,23.31,1075.01,64.7,17.6,217.99,1073.78,63,27.7,227.87,1183.23,,,
Fujitsu,PRIMERGY RX1330 M5S E-Star Fam1,Rack-mount,1,3,4,128,,1,1,1,4,4,8,4,8,16,Intel,2.8,3.4,3.2,2,2,4,3.2,3.2,3.2,2,2,4,16,16,48,0,2,2,4,0,0,500,500,500,2,2,2,1,1,1,10.11,11.83,18.97,12.37,19.2,25.86,11.8,15.88,26.07,,8.5,14.6,4.24,7.61,12.56,60.85,101,169.22,17.63,19.49,9.78,9.07,11.96,16.96,53.58,200.26,204.19,86.07,2436.29,2382.26,4.97,8.07,12.96,67.4,13,23.24,936.55,53.2,20.7,218.29,919.8,52.6,31.7,229.12,1032.86,,,
Fujitsu,PRIMERGY RX2530M6 E-Star Fam1,Rack-mount,2,5,16,4096,,1,1,1,8,28,40,16,56,80,Intel,2.8,2.6,2.3,8,8,8,3.2,3.2,3.2,8,8,8,64,112,240,16,4,1,0,0,0,1600,500,500,2,2,2,1,1,1,5.21,16.18,19.64,9.23,12.65,16.08,7.74,27.77,33.25,,15.9,19.42,3.84,14.17,16.98,47.69,175.33,210.58,6.35,6.77,4.6,9.69,27.56,32.28,672.97,282.06,70.36,4203.97,2631.13,704.75,4.46,12.73,17.93,272.7,13.8,1786.3,3666.99,148.8,35.1,1120.65,3206.16,141,41,370.48,2714.9,,,
Fujitsu,PRIMERGY RX2530M6 E-Star Fam2,Rack-mount,2,5,32,8192,,2,2,2,8,28,40,32,112,160,Intel,2.8,2.6,2.3,16,16,16,3.2,3.2,3.2,16,16,16,128,224,480,32,4,1,0,0,0,1600,900,500,2,2,2,1,1,1,5.07,15.66,17.69,8.36,13.07,14.07,7.77,28.64,33,,16.59,19.52,3.98,14.56,17.12,49.53,180.05,213.07,4.02,4.76,3.09,9.78,28.14,31.36,522.69,156.49,39,2800.94,1528.28,400.5,4.28,13.42,15.06,490.2,14,2295.46,6861.5,259.1,36.7,1021.18,6082.62,257.9,39.9,638.57,6630.02,,,
Fujitsu,PRIMERGY RX2540M6 E-Star Fam2,Rack-mount,2,9,32,8192,,2,2,2,8,28,40,32,112,160,Intel,2.8,2.6,2.3,16,16,16,3.2,3.2,3.2,16,16,16,128,224,480,19,4,1,0,0,0,2200,1600,500,2,2,2,1,1,1,4.92,13.94,16.5,8.04,11.29,12.96,7.56,25.08,30.54,,14.62,18.04,3.96,12.77,15.8,48.2,159.17,195.44,3.92,4.22,2.81,9.33,25.16,28.72,382.84,138.52,33.98,2680.31,1324.2,367.72,4.1,11.67,13.99,492.5,13.5,2140.48,6925.02,308.1,32.3,1018.98,6852.2,281,36.7,639.22,7194.47,,,
Fujitsu,PRIMERGY RX2540M6 E-Star Fam1,Rack-mount,2,9,16,4096,,1,1,1,8,28,40,16,56,80,Intel,2.8,2.6,2.3,8,8,8,3.2,3.2,3.2,8,8,8,64,112,240,21,4,1,0,0,0,2200,500,500,2,2,2,1,1,1,4.04,14.51,16.49,7.35,13.51,13.05,6.03,25.07,31.16,,14.44,17.57,3.15,12.43,15.37,38.86,152.96,190.88,5.54,6.34,4.18,7.93,24.83,29.54,620.91,252.56,66.02,3071.49,2362.87,640.7,3.21,12.54,14.16,332.6,11.1,1550.56,4309.33,165.1,32.4,843.29,3545.82,155.3,36.2,364.82,3670.05,,,
Fujitsu,PRIMERGY RX4770 M6 E-Star Fam2,Rack-mount,2,12,24,18432,,2,2,2,8,18,28,32,72,112,Intel,3.9,3.1,2.9,12,12,12,3.2,3.2,3.2,12,12,12,96,192,384,0,0,0,16,8,2,2200,1600,1600,2,2,2,2,2,2,7.94,14.25,17.64,11.25,19.32,20.85,10.71,18.85,24.18,,11.21,14.21,6.83,12.18,15.36,10.04,18.14,23.09,4.95,4.1,2.62,15.3,28.22,33.12,44.6,27.3,7.57,89.98,53.76,14.91,7.75,12.28,15.02,286.3,14,122.31,5256.19,248.4,23.2,198.11,5444.25,226.5,26.4,314.73,6050.57,,,
DELL EMC,B22S,Multi-node,2,3,16,384,,2,2,2,8,16,26,16,32,52,Intel,2.1,2.1,2.1,12,12,12,3.2,3.2,3.2,12,12,12,96,192,384,2,2,2,4,4,4,2400,2400,2400,2,2,2,2,2,2,7.98,11.23,12.67,12.55,17.78,18.74,10.14,15.71,18.09,,9.39,11.58,6.27,9.4,11.31,10.5,16.05,18.99,6.16,4.55,2.71,18.19,26.3,28.62,35.47,30.13,25.94,348.74,310.19,280.34,7.41,10.6,11.66,394.9,15.2,266.39,6098.82,429.3,21.8,387.08,8080.96,464.4,24.7,582.72,10893.73,,,
DELL EMC,B24S,Rack-mount,2,3,16,384,,2,2,2,10,16,26,20,32,52,Intel,2.2,2.1,2.1,12,12,12,3.2,3.2,3.2,12,12,12,96,192,384,1,1,1,2,2,2,2400,2400,2400,2,2,2,2,2,2,7.11,8.57,10.52,10.96,13.55,15.44,9.25,11.84,15.31,,7.02,9.68,5.35,7.27,9.41,9.38,12.21,15.9,4.66,3.66,2.4,16.72,20.75,24.83,22.6,20.22,16.78,245.36,217.51,213.76,6.6,8.08,9.66,301.9,13,151,4527.58,329.4,16.7,194.65,5333.29,330.6,20.7,290.66,6520.02,,,
DELL EMC,E73S,Rack-mount,1,5,8,1024,,1,1,1,32,32,36,64,64,72,Intel,2.2,2.3,2.4,8,16,8,2.67,2.93,2.93,8,8,8,64,128,256,0,0,0,2,2,2,800,1400,1400,2,2,2,2,2,2,22.41,23.15,20.87,22.38,26.64,23.3,32.61,31.63,29.65,,18.51,18.14,18.7,17.31,16.73,29,28.49,27.93,7.86,6.75,4.04,40.19,41.25,37.68,49.62,49.16,40.71,462.79,448.81,388.09,19.54,20.73,18.16,111.1,32.19,151.69,2524.85,120.3,35.7,184.59,2741.47,145.6,34.23,230.62,3345.09,,,
DELL EMC,E48S,Rack-mount,2,2,16,1024,,2,2,2,4,12,20,16,48,80,Intel,2.6,2.2,2.5,12,12,12,2.67,2.67,2.93,12,12,12,96,192,384,0,0,0,2,2,2,550,550,550,2,2,2,2,2,2,8.01,14.93,17.21,13.31,24.06,25.12,10.71,20.08,25.85,,11.04,14.66,6.06,11.88,15.39,9.41,18.54,24.17,7.65,6.21,3.36,17.82,32.62,36.76,9.51,9.33,8.37,28.35,26.72,24.73,7.34,12.89,14.65,111.7,14,36.5,1923.71,119.9,25,98.81,2646.93,129.1,29.1,210.51,3879.87,,,
DELL EMC,E03X_E98S,Multi-node,1,1,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1400,1400,1400,2,2,2,2,2,2,9.53,21.1,24.44,16.08,29.8,29.25,12.97,28.72,36.25,,16.56,21.96,5.85,14.16,18.31,71.92,175.68,230.73,11.08,8.99,5.43,13.52,29.68,32.29,336.46,321.01,290.48,2399.6,2236.05,2029.38,9.25,19.42,22.87,230.3,21.5,972.77,3676.48,243.2,43.9,1109.32,4599.76,263.5,51.6,1274.91,5890.56,,,
DELL EMC,E67S,Rack-mount,2,3,32,1024,,2,2,2,8,32,64,16,64,128,AMD,3.2,2.35,2.25,16,16,16,3.2,3.2,3.2,16,16,32,128,256,1024,0,0,0,2,2,2,800,800,800,2,2,2,2,2,2,13.78,25.43,25.92,24.97,33.89,27.1,25.1,45.37,61.67,,29.99,36.9,13.49,25.85,32.74,251.98,490.02,611.68,10.47,5.46,1.97,23.39,45.1,53.24,7.16,4.84,4.53,11.29,7.09,6.77,14.17,24.2,30.32,150.1,31.9,120.22,2397.92,195.9,50.6,453.23,4313.29,231.3,60,1027.67,5825.05,,,
DELL EMC,E38S,Rack-mount,2,2,24,384,,2,2,2,4,20,28,8,40,56,Intel,2.6,2.1,2.7,12,12,12,2.67,2.93,2.93,12,12,12,96,192,384,0,0,0,2,2,2,495,750,1100,2,2,2,2,2,2,8.21,17.36,20.91,12.37,25.75,25.78,11.18,23.96,30.68,,14.35,18.13,6.68,16.11,19.58,9.87,24.34,29.62,8.51,6.06,3.41,18.3,38.72,41.37,4.87,5.83,9.45,18.62,14.53,27.76,6.56,13.48,15.85,83.1,14,33.62,1785.21,110.3,28,143.77,3326.87,104.5,33.1,289.87,4429.84,,,
DELL EMC,E56S,Rack-mount,2,6,16,512,,2,2,2,8,12,22,32,48,88,Intel,1.9,2.2,2.1,8,8,8,2.67,2.67,2.67,12,8,16,96,128,512,0,0,0,2,2,2,750,750,750,2,2,2,2,2,2,8.54,13.48,14.29,10.4,21.2,22.23,11.4,19.2,21.17,,10.41,11.5,4.98,11.13,11.99,9,17.24,18.53,8.54,6.09,2.86,16.57,31.42,30.82,17.17,8.05,6.76,29.14,21.61,18.3,6.41,11.53,12.45,133.9,13.5,39.39,2129.41,133.4,21.8,74.04,2507.29,158.6,25,190.26,3880.77,,,
DELL EMC,E46S,Rack-mount,1,2,16,1024,,1,1,1,8,16,32,16,32,64,AMD,2.1,2.4,2.2,8,8,8,2.67,2.67,2.67,8,8,8,64,128,256,0,0,2,2,2,0,495,495,750,2,2,2,2,2,2,6.13,7.8,6.39,8.36,8.78,6.37,8.76,16.83,24.93,,13.07,20.82,6.72,13.39,20.41,10.48,21.34,32.41,4.38,2.16,1.14,15.6,17.31,13.32,13.46,13.49,63.81,42.93,39.87,1115.88,6,7.19,4.37,95.9,11.28,21.28,1375.34,96.4,15.43,32.66,1503.02,100.7,18.01,183.1,1702.54,,,
DELL EMC,E38S,Rack-mount,2,2,32,512,,2,2,2,16,32,32,32,64,64,AMD,2.1,2.4,2.2,16,16,16,2.67,2.67,2.67,16,16,16,128,256,512,0,0,0,2,12,28,750,750,750,2,2,2,2,2,2,9.21,16.15,21.22,15.16,24.28,29.48,11.36,18.68,29.42,,15.64,24.47,8.05,17.38,26.39,13.67,25.64,39.42,12.85,7.76,4.11,12.69,30.29,38.85,5.03,4.88,4.69,10.49,10.32,9.8,6.87,12.12,14.79,164.3,17.6,51.35,2230.58,169.5,28.1,113.38,2779.56,177.8,36.8,226.81,3310.61,,,
DELL EMC,E70S,Rack-mount,2,8,32,2048,,2,2,2,8,24,40,32,96,160,Intel,2.8,2.1,2.3,0,0,0,3.2,3.2,3.2,16,16,16,128,256,512,0,0,0,2,2,2,800,800,800,2,2,2,2,2,2,11.51,11.41,27.28,19.03,16.62,31,17.56,15.25,40.19,,9.74,24.79,9.02,8.29,22.64,113.38,102.78,37.9,8.44,8.45,3.91,20.38,12.7,48.64,15.09,14.47,12.63,32.17,18.62,16.35,10.15,9.56,25.26,136,24.8,85.09,2438.83,153.7,23.8,89.33,2668.48,166.9,42.9,461.99,5306.22,,,
DELL EMC,E71S,Rack-mount,2,3,32,2048,,2,2,2,8,24,40,32,96,160,Intel,2.8,2.1,2.3,0,0,0,3.2,3.2,3.2,16,16,16,128,256,512,0,0,0,2,2,2,1400,1400,1400,2,2,2,2,2,2,12.46,21.54,23.43,18.55,30.78,27.1,18.7,31.39,35.36,,17.8,21.52,9.32,16.06,19.88,115.6,205.63,33.11,7.98,7.44,3.58,12.6,22.02,44.55,23.81,21.06,15.51,25.25,23.76,17.23,10.54,19.65,22.13,153.4,23.3,89.98,2851.12,169.6,39.6,228.67,4008.82,227,38.5,465.99,6081.02,,,
DELL EMC,E75S,Rack-mount,2,6,16,1024,,2,2,2,8,28,40,32,112,160,Intel,2.8,2.6,2.3,8,8,8,3.2,3.2,3.2,16,16,16,128,256,512,0,0,2,2,2,0,600,800,800,2,2,2,2,2,2,12.77,22.28,26.27,20.18,28.53,29.83,19.38,33.46,38.63,,18.5,23.36,9.52,16.76,20.36,117.44,209.51,254.85,8.04,6.18,3.87,13.31,20.29,20.95,10.32,4.61,36.21,19.72,3.57,153.99,9.97,18.3,22.38,147.2,23.1,88.37,2837.63,171.6,35.1,241.8,4454.02,180,47.1,428.29,5582.62,,,
DELL EMC,E46S,Rack-mount,1,5,16,512,,1,1,1,8,32,64,16,64,128,AMD,3.1,2.35,2.6,8,8,8,3.2,3.2,3.2,8,8,8,64,128,512,0,2,0,2,0,2,495,495,750,2,2,2,2,2,2,11.34,25.42,22.19,20.27,33.24,23.12,19.76,44.43,47.44,,29.22,25.72,10.47,26.09,23.6,195.42,493.15,474.8,8.8,7.08,2.38,12.66,21.93,12.65,11.17,34.18,8.57,18.4,704.75,15.55,9.43,23.3,22.09,94.4,22,49.7,1465.32,104.4,49.7,264.37,2202.78,124.4,39.2,330.18,3850.96,,,
Fujitsu,PRIMERGY RX2520 M5 E-Star Fam1,Rack-mount,2,4,6,384,,1,1,1,8,10,18,16,20,36,Intel,2.1,2,2.2,0,0,0,2.93,2.93,2.93,6,6,6,96,96,112,4,0,1,8,4,0,800,450,450,2,1,1,1,0,0,5.66,15.89,21.48,8.93,20.85,28.81,6.96,20.19,28.47,,11.67,16.86,4.39,12.64,17.76,6.98,19.5,26.52,4.56,8.98,7.74,13.76,31.13,36.59,159.37,43.64,72.63,1984.05,65.52,881.75,4.45,11.94,15.9,166.9,11,11.6,2333.38,55.6,11,25.1,1093.77,46.9,11,34.4,1433.5,,,
Fujitsu,PRIMERGY RX2520 M5 E-Star Fam2,Rack-mount,2,6,12,768,,2,2,2,8,10,18,32,40,72,Intel,2.1,2,2.2,0,0,0,2.93,2.93,2.93,12,12,12,192,192,224,0,0,1,24,4,0,800,450,450,2,1,1,1,0,0,6.79,17.54,22.53,9.78,24.3,31.07,8.35,23.08,32.07,,13.43,18.96,5.26,14.38,19.73,9.2,21.9,29.14,3.16,6.52,5.58,15.81,32.97,38.42,140.98,31.99,51.69,210.93,50.82,595.19,5.06,13.39,17.21,260.4,13,13.1,3930.33,71,13,28.7,1890.56,60.5,13,38.1,2581.95,,,
Fujitsu,PRIMERGY RX2530 M5 E-Star Fam1.33,Rack-mount,2,3,12,1536,,1,1,1,8,10,24,16,20,48,Intel,2.1,2,2.4,0,0,0,2.93,2.93,2.93,6,6,6,96,96,144,0,0,1,6,4,0,1000,460,450,2,2,1,1,1,0,7.77,11.81,23.29,11.89,15.05,28.05,8.93,14.85,33.14,,8.21,19.14,5.72,8.92,19.87,8.94,13.94,29.59,5.89,7.24,5.79,17.12,24.88,41.05,44.75,42.28,65.22,72.44,65.78,756.22,5.69,8.53,17.16,119.6,11,13.3,1766.91,92.8,11,19,1517.93,51.2,11,36.6,1809.02,,,
Fujitsu,PRIMERGY RX2530 M5 E-Star Fam1.34,Rack-mount,2,3,12,1536,,1,1,1,8,10,24,16,20,48,Intel,2.1,2,2.4,0,0,0,2.93,2.93,2.93,6,6,6,96,96,144,0,0,1,6,4,0,1000,460,450,2,2,1,1,1,0,7.13,10.66,22.86,10.18,12.9,27.51,8.57,13.85,32.78,,7.58,18.87,5.27,8.24,19.43,8.26,12.84,29.1,4.88,6.34,5.64,15.86,22.86,40.25,27.31,22.89,63.77,53.86,43.64,781.2,5.12,7.5,17.05,132,11,11.8,1902.7,104.3,11,16.8,1640.29,54.4,11,36,1842.34,,,
Fujitsu,PRIMERGY RX4770 M5 E-Star Fam4,Rack-mount,4,8,48,18432,,4,4,4,8,16,28,16,32,56,Intel,3,2.3,2.7,24,24,24,2.93,2.93,2.93,24,24,24,192,256,672,0,0,0,16,8,1,1600,1600,1600,2,2,2,2,2,2,10.08,15.9,19.79,12.75,22.49,23.02,14.31,21.31,29.73,,12.86,17.87,7.62,14.42,19.67,12.47,20.42,27.61,4.2,3.52,2.05,20.14,33.9,38.35,72.46,44.03,5.85,97.48,58.05,9.49,8.15,13.8,17.32,374.6,18.2,229.85,6637.75,274,26.9,316.91,6612.92,231.9,31.2,715.62,9060.69,,,
Fujitsu,PRIMERGY TX1320 M4 E-Star Fam1,Tower/Pedestal,1,4,4,64,,1,1,1,4,4,6,4,4,12,Intel,3.3,3,3.8,0,0,0,2.67,2.67,2.67,2,2,4,16,16,40,0,0,1,4,2,0,460,460,460,2,1,1,1,0,0,9.84,12.21,18.1,12.72,15.74,26.97,12.89,15.06,23.61,,7.42,15.66,6.04,7.57,15.55,11.11,13.73,22.43,15.23,18.64,15.06,15.64,18.93,25.37,50.89,30.38,102.38,100.05,68.5,1841.15,6.12,7.71,11.48,53.1,9.4,12.9,887.62,40.6,9.4,15.4,718.25,19.8,9.4,28.4,720.11,,,
Fujitsu,PRIMERGY TX1330 M4 E-Star Fam1,Rack-mount,1,4,4,64,,1,1,1,4,4,6,4,4,12,Intel,3.3,3.3,3.8,0,0,0,2.67,2.67,2.67,2,2,4,16,16,40,0,0,1,4,2,0,460,460,460,2,1,1,1,0,0,8.48,12.35,18.96,11.33,16.32,28.55,11.57,15.5,23.41,,7.48,16.54,5.4,7.76,16.43,9.83,13.68,23.92,13.11,19,16,14.85,19.55,25.95,32.08,51.98,252.68,65.83,106.82,3336.85,5.66,8.13,12.37,64.7,11,11.4,1004.38,40.2,11,16.1,699.65,19.3,11,30.8,697.88,,,
Fujitsu,PRIMERGY TX2550 M5 E-Star Fam1,Rack-mount,2,4,6,384,,1,1,1,10,10,24,20,20,48,Intel,2.2,2,2.1,0,0,0,2.93,2.93,2.93,6,6,6,96,96,144,0,0,1,8,4,0,1000,450,450,2,1,1,1,0,0,6.45,10.41,20.96,8.39,13.85,27.64,8.43,13.68,31.04,,8.21,17.97,4.82,8.06,17.24,8.32,13.85,28.4,4.17,6.23,6.08,14.77,22.07,38.06,68.57,71.64,70.96,111.78,113.61,926.06,4.84,8.02,16.49,187.2,11,11.4,2544.57,91,11,17.9,1524.17,53.5,11,35,1767.32,,,
Fujitsu,PRIMERGY TX2550 M5 E-Star Fam2,Rack-mount,2,6,12,768,,2,2,2,10,10,24,40,40,96,Intel,2.2,2,2.1,0,0,0,2.93,2.93,2.93,12,12,12,192,192,288,0,0,1,16,4,0,1000,450,450,2,1,1,1,0,0,7.8,13.19,21.36,10.73,18.41,29.81,10.84,18.88,33.9,,11.08,19.33,6.14,10.79,18.67,10.51,18.29,31.33,3.27,5.36,4.37,17.57,26.74,38.57,88.46,58.28,45.41,150.04,91.08,553.81,6.05,10.47,17.89,261.7,13,14.8,4030.8,102,13,23.9,2290.16,68,13,38.1,3222.21,,,
Hewlett Packard,HPE ProLiant XL225n Gen10 Plus Server 2P,Rack-mount,2,3,16,2000,,2,2,2,8,32,64,16,64,128,AMD,3.1,3,2.25,16,16,16,3.2,3.2,3.2,16,16,16,128,512,1024,0,2,2,2,0,0,1600,3000,3000,1,1,1,2,2,2,14.15,29.22,31.31,25.26,40.59,33.15,25.91,52.17,64.87,,37.14,48.31,13.65,30.53,38.62,269.5,603.89,781,7.9,4.8,2.78,27.05,52.15,57.75,5.23,17.96,15.28,6.56,164.15,139.89,16.14,30.35,15.28,144.85,31.77,6.53,205.71,187.6,70.87,21.96,309.89,224.5,80.3,35.56,442.78,2,2,2
Hewlett Packard Enterprise,DL360 Gen10,Rack-mount,2,3,24,768,,2,2,2,8,10,28,32,40,112,Intel,1.7,2,2.5,2,2,2,2.67,2666,2.66,2,2,16,32,32,256,0,0,0,1,1,1,500,500,800,1,1,2,0,0,1,12.4,11.99,17.04,12.8,10.78,16.93,14.71,23.57,26.25,,13.62,15.75,8.53,15.26,16.1,14.63,22.5,23.92,6.3,4.84,2.37,29.11,24.33,36.63,5.48,5.29,7.76,22.69,21.71,12.87,10.4,9.79,13.85,49.9,14.91,1.6,107.35,52.78,16.42,2.44,148.79,236.5,24.7,11.85,479.81,,,
Hewlett Packard Enterprise,DL580 Gen10,Rack-mount,4,16,48,6000,,4,4,4,10,20,26,80,2,2,Intel,2.4,2,2.1,4,4,4,2.67,2.66,2.66,8,8,16,64,128,256,0,0,0,1,1,1,800,1600,1600,2,4,4,1,2,2,15.04,13.01,17.22,15.45,12.13,17.51,23.08,27.95,28.52,,16.38,17.12,13.94,17.33,18.19,21.14,26.25,27.49,5.47,2.55,2.85,34.67,29.66,42.68,2.55,2.2,2.03,13.39,11.09,10.29,12.15,11.43,15.01,132.84,20.03,7.41,369.82,156.38,20.02,11.71,585.04,167.53,26.29,18.12,689.51,,,
Hewlett Packard Enterprise,HPE ProLiant DL325 Gen10 Plus,Rack-mount,1,3,16,1000,,1,1,1,8,32,64,16,64,128,AMD,3.1,3,2,8,8,8,2.66,3.2,3.2,8,8,8,64,128,512,0,2,2,2,0,0,500,800,1600,2,2,2,2,2,2,7.16,24.28,25.06,6.24,31.31,27.41,19.25,46.81,51.73,,32.1,35.87,10.03,26.37,30.61,197.18,534.07,607.76,8.87,7.12,3.33,21.88,43.15,48.72,25.03,223.9,163.58,37.16,2171.71,1543.06,10.55,22.6,25.77,104.9,21.6,2.81,130.25,110.2,59.9,10.62,177.16,152.1,69.3,17.57,253.63,,,
Hewlett Packard Enterprise,HPE ProLiant DL345 Gen10 Plus,Rack-mount,1,2,16,4096,,1,1,1,8,64,64,16,128,128,AMD,3.1,2,2.45,8,8,8,3.2,3.2,3.2,8,8,8,64,256,512,0,0,0,2,2,2,500,500,500,1,1,1,2,2,2,15.08,31.11,33.37,25.82,33.18,33.21,26.13,59.1,64.23,,43.92,49.86,14.16,36.71,40.82,269.49,692.82,775.28,11.34,5.53,3.8,17.36,25.94,25.14,15.81,12.29,137.97,35.58,21.31,1641.28,13.1,29.62,137.97,35.95,29.7,1.52,51.21,58.7,57.65,6.46,111.98,56.9,75.3,8.91,118.33,,,
Hewlett Packard Enterprise,HPE ProLiant DL360 Gen10 Plus 1P,Rack-mount,2,2,16,8000,,1,1,1,8,32,40,16,64,80,Intel,2.8,2,2.3,8,8,8,3.2,3.2,3.2,8,8,8,64,128,256,0,0,2,2,2,0,800,800,800,1,1,1,2,2,2,13.07,22.24,24.86,21.72,28.86,28.14,20,35.3,37.25,,17.76,22.47,9.5,14.75,19.28,117.42,194.99,242.12,11.6,7.64,5.2,20.95,33.89,20.44,14.72,26.21,99.31,42.69,49.45,297.22,11.93,20.61,23.22,71.9,25.06,3.45,137.85,108.8,39.1,9.97,254.96,102.6,44.99,13.86,308,,,
